Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-10-09 09:31:00-04:00,257.3299865722656,257.3599853515625,257.0450134277344,257.07501220703125,1446083,0.0,0.0
2025-10-09 09:35:00-04:00,256.6099853515625,256.6099853515625,256.5899963378906,256.5899963378906,912436,0.0,0.0
2025-10-09 09:37:00-04:00,256.6600036621094,256.6600036621094,256.6600036621094,256.6600036621094,733478,0.0,0.0
2025-10-09 09:42:00-04:00,255.96499633789062,255.98500061035156,255.94000244140625,255.94000244140625,6506,0.0,0.0
2025-10-09 09:44:00-04:00,255.50079345703125,255.50079345703125,255.5,255.50079345703125,853366,0.0,0.0
2025-10-09 09:46:00-04:00,255.3800048828125,255.4095001220703,255.3699951171875,255.38999938964844,264476,0.0,0.0
2025-10-09 09:48:00-04:00,255.9398956298828,255.9398956298828,255.61000061035156,255.75999450683594,80216,0.0,0.0
2025-10-09 09:49:00-04:00,255.8000030517578,255.8000030517578,255.77999877929688,255.8000030517578,2377,0.0,0.0
2025-10-09 09:50:00-04:00,256.0350036621094,256.0350036621094,256.0350036621094,256.0350036621094,98580,0.0,0.0
2025-10-09 09:52:00-04:00,255.49639892578125,255.49639892578125,255.44000244140625,255.44000244140625,361953,0.0,0.0
2025-10-09 09:53:00-04:00,255.35049438476562,255.39999389648438,255.35049438476562,255.39999389648438,122529,0.0,0.0
2025-10-09 09:54:00-04:00,255.22999572753906,255.22999572753906,255.22999572753906,255.22999572753906,197391,0.0,0.0
2025-10-09 09:56:00-04:00,254.8090057373047,254.80999755859375,254.8090057373047,254.80999755859375,334702,0.0,0.0
2025-10-09 09:58:00-04:00,255.1199951171875,255.27999877929688,255.1199951171875,255.21099853515625,75651,0.0,0.0
2025-10-09 09:59:00-04:00,255.2100067138672,255.2100067138672,255.1999969482422,255.1999969482422,535278,0.0,0.0
2025-10-09 10:03:00-04:00,255.50999450683594,255.50999450683594,255.50999450683594,255.50999450683594,465869,0.0,0.0
2025-10-09 10:08:00-04:00,255.23350524902344,255.23500061035156,255.22000122070312,255.22000122070312,906,0.0,0.0
2025-10-09 10:09:00-04:00,255.28309631347656,255.28309631347656,255.28309631347656,255.28309631347656,439872,0.0,0.0
2025-10-09 10:13:00-04:00,255.41009521484375,255.47999572753906,255.3800048828125,255.47500610351562,78751,0.0,0.0
2025-10-09 10:14:00-04:00,255.47500610351562,255.47500610351562,255.47500610351562,255.47500610351562,1064128,0.0,0.0
2025-10-09 10:24:00-04:00,255.1999969482422,255.1999969482422,255.17999267578125,255.17999267578125,120174,0.0,0.0
