Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-18 09:30:00-04:00,5859.43017578125,5863.64013671875,5846.10986328125,5853.35986328125,0,0.0,0.0
2024-10-18 10:30:00-04:00,5853.31005859375,5861.7998046875,5850.22998046875,5861.5,243004487,0.0,0.0
2024-10-18 11:30:00-04:00,5861.490234375,5863.52001953125,5855.85009765625,5860.31982421875,175244513,0.0,0.0
2024-10-18 12:30:00-04:00,5860.2998046875,5871.10986328125,5859.7001953125,5864.72021484375,171092314,0.0,0.0
2024-10-18 13:30:00-04:00,5864.72998046875,5872.169921875,5857.9501953125,5870.27001953125,154632000,0.0,0.0
2024-10-18 14:30:00-04:00,5870.31982421875,5870.7900390625,5861.7001953125,5863.33984375,184841000,0.0,0.0
2024-10-18 15:30:00-04:00,5863.31005859375,5866.22021484375,5859.7099609375,5864.52001953125,303341000,0.0,0.0
2024-10-21 09:30:00-04:00,5857.81982421875,5866.919921875,5855.93017578125,5857.77978515625,0,0.0,0.0
2024-10-21 10:30:00-04:00,5857.7998046875,5858.3798828125,5825.60986328125,5826.47021484375,266593089,0.0,0.0
2024-10-21 11:30:00-04:00,5826.43017578125,5844.58984375,5824.7900390625,5840.35986328125,183982506,0.0,0.0
2024-10-21 12:30:00-04:00,5840.31982421875,5850.7001953125,5837.919921875,5847.58984375,140968017,0.0,0.0
2024-10-21 13:30:00-04:00,5847.60009765625,5852.0400390625,5843.02978515625,5845.08984375,177039000,0.0,0.0
2024-10-21 14:30:00-04:00,5845.06005859375,5850.52001953125,5840.6201171875,5847.8701171875,188304000,0.0,0.0
2024-10-21 15:30:00-04:00,5847.83984375,5854.77978515625,5841.8798828125,5854.77978515625,315898000,0.0,0.0
2024-10-22 09:30:00-04:00,5832.7001953125,5840.0400390625,5821.169921875,5833.2099609375,0,0.0,0.0
2024-10-22 10:30:00-04:00,5833.27978515625,5842.4599609375,5829.02978515625,5838.8798828125,260465710,0.0,0.0
2024-10-22 11:30:00-04:00,5838.91015625,5841.7099609375,5834.5400390625,5835.580078125,181780968,0.0,0.0
2024-10-22 12:30:00-04:00,5835.39990234375,5845.2001953125,5834.89990234375,5845.14990234375,173621522,0.0,0.0
2024-10-22 13:30:00-04:00,5845.18994140625,5863.0400390625,5845.0,5854.93994140625,190712000,0.0,0.0
2024-10-22 14:30:00-04:00,5854.85986328125,5855.259765625,5847.39990234375,5854.35986328125,206118000,0.0,0.0
2024-10-22 15:30:00-04:00,5854.419921875,5860.3701171875,5850.6298828125,5851.08984375,316676000,0.0,0.0
2024-10-23 09:30:00-04:00,5834.5,5834.72021484375,5819.10009765625,5828.14990234375,0,0.0,0.0
2024-10-23 10:30:00-04:00,5828.1298828125,5834.85009765625,5806.509765625,5806.580078125,261436662,0.0,0.0
2024-10-23 11:30:00-04:00,5806.60009765625,5816.77001953125,5799.22021484375,5799.5498046875,217516358,0.0,0.0
2024-10-23 12:30:00-04:00,5799.68017578125,5805.81982421875,5783.1201171875,5787.81982421875,199772334,0.0,0.0
2024-10-23 13:30:00-04:00,5787.89013671875,5787.89013671875,5762.41015625,5773.27001953125,220249000,0.0,0.0
2024-10-23 14:30:00-04:00,5773.169921875,5793.08984375,5772.18994140625,5790.85009765625,243606000,0.0,0.0
2024-10-23 15:30:00-04:00,5790.8701171875,5799.080078125,5788.8798828125,5797.58984375,344890000,0.0,0.0
2024-10-24 09:30:00-04:00,5817.7998046875,5817.7998046875,5803.91015625,5807.0400390625,500519866,0.0,0.0
2024-10-24 10:30:00-04:00,5807.06982421875,5815.9501953125,5801.0,5804.47998046875,251838175,0.0,0.0
2024-10-24 11:30:00-04:00,5804.56982421875,5805.330078125,5784.919921875,5798.35986328125,217053079,0.0,0.0
2024-10-24 12:30:00-04:00,5798.39013671875,5812.669921875,5798.3798828125,5808.47021484375,175884880,0.0,0.0
2024-10-24 13:30:00-04:00,5808.4501953125,5813.27978515625,5800.0400390625,5806.85986328125,176095000,0.0,0.0
2024-10-24 14:30:00-04:00,5806.81005859375,5813.27001953125,5801.1201171875,5812.2001953125,216062000,0.0,0.0
2024-10-24 15:30:00-04:00,5812.2900390625,5816.22998046875,5808.60009765625,5809.259765625,340279000,0.0,0.0
2024-10-25 09:30:00-04:00,5826.75,5862.81982421875,5826.75,5860.7900390625,0,0.0,0.0
2024-10-25 10:30:00-04:00,5860.7900390625,5861.8701171875,5842.919921875,5843.2099609375,274465329,0.0,0.0
2024-10-25 11:30:00-04:00,5843.22021484375,5845.39990234375,5835.9599609375,5845.35009765625,203238376,0.0,0.0
2024-10-25 12:30:00-04:00,5845.31982421875,5846.1201171875,5819.2900390625,5823.31005859375,177233959,0.0,0.0
2024-10-25 13:30:00-04:00,5822.97998046875,5823.4599609375,5799.97998046875,5816.669921875,219420000,0.0,0.0
2024-10-25 14:30:00-04:00,5816.68017578125,5823.10986328125,5809.4501953125,5813.66015625,198614000,0.0,0.0
2024-10-25 15:30:00-04:00,5813.669921875,5815.25,5803.8798828125,5808.0,306234000,0.0,0.0
2024-10-28 09:30:00-04:00,5833.93017578125,5842.64990234375,5831.35986328125,5841.77001953125,0,0.0,0.0
2024-10-28 10:30:00-04:00,5841.85986328125,5842.919921875,5830.66015625,5834.10009765625,247599861,0.0,0.0
2024-10-28 11:30:00-04:00,5834.02001953125,5834.93017578125,5824.31005859375,5833.31005859375,193544080,0.0,0.0
2024-10-28 12:30:00-04:00,5833.3798828125,5834.1201171875,5824.77978515625,5831.490234375,172469542,0.0,0.0
2024-10-28 13:30:00-04:00,5831.5400390625,5836.0498046875,5830.68994140625,5831.35986328125,163093000,0.0,0.0
2024-10-28 14:30:00-04:00,5831.35009765625,5835.35009765625,5827.0,5832.919921875,207291000,0.0,0.0
2024-10-28 15:30:00-04:00,5832.89990234375,5834.93994140625,5823.080078125,5824.56005859375,326001000,0.0,0.0
2024-10-29 09:30:00-04:00,5819.68017578125,5835.9599609375,5802.169921875,5822.3798828125,0,0.0,0.0
